Lemma,ConstraintRatio,KStrategy,B-Cubed Precision,B-Cubed Recall,F-B-Cubed,Method
signer,0.3,estimated,0.69,0.6053333333333333,0.6448996347537341,COP-KMeans
rester,0.3,estimated,0.7605415860735011,0.6924822695035461,0.7249179811191176,COP-KMeans
tuer,0.3,estimated,0.6704761904761904,0.5965014577259475,0.6313292462585475,COP-KMeans
indiquer,0.3,estimated,0.9392097264437691,0.9645390070921986,0.9517058593696645,COP-KMeans
conduire,0.3,estimated,0.37477203647416407,0.6686085781830463,0.48031522251446673,COP-KMeans
situer,0.3,estimated,1.0,0.9733333333333333,0.9864864814873996,COP-KMeans
aider,0.3,estimated,0.2916326530612245,0.5667638483965015,0.38510604961889183,COP-KMeans
poursuivre,0.3,estimated,1.0,1.0,0.999999995,COP-KMeans
profiter,0.3,estimated,0.8064912280701755,0.732248062015504,0.7675785479112763,COP-KMeans
détenir,0.3,estimated,0.5022332165189308,0.5055627602211453,0.5038924833177405,COP-KMeans
lire,0.3,estimated,0.5464935064935065,0.593904761904762,0.569213584419626,COP-KMeans
contenir,0.3,estimated,0.5033130135170951,0.5290573372206026,0.5158641759718007,COP-KMeans
noter,0.3,estimated,1.0,1.0,0.999999995,COP-KMeans
dater,0.3,estimated,1.0,1.0,0.999999995,COP-KMeans
adopter,0.3,estimated,0.767,0.6010277777777777,0.6739458213847896,COP-KMeans
intervenir,0.3,estimated,1.0,1.0,0.999999995,COP-KMeans
conclure,0.3,estimated,0.4149305555555555,0.5252976190476191,0.4636364586229257,COP-KMeans
disputer,0.3,estimated,0.98,0.98,0.979999995,COP-KMeans
dominer,0.3,estimated,0.6220238095238094,0.5561373873873873,0.5872383071044293,COP-KMeans
enregistrer,0.3,estimated,0.8343434343434342,0.9568253968253967,0.8913966894749852,COP-KMeans
estimer,0.3,estimated,0.7045038705137227,0.5605442176870747,0.6243328953520132,COP-KMeans
appartenir,0.3,estimated,0.6671401515151515,0.703068264342774,0.6846331690092341,COP-KMeans
arriver,0.3,estimated,0.725180297682983,0.5787004456955196,0.6437124873441987,COP-KMeans
chercher,0.3,estimated,0.7521052631578946,0.556,0.6393530167587884,COP-KMeans
composer,0.3,estimated,1.0,1.0,0.999999995,COP-KMeans
confier,0.3,estimated,1.0,1.0,0.999999995,COP-KMeans
aboutir,0.4,estimated,0.697278911564626,0.5498542274052478,0.6148529650118396,COP-KMeans
investir,0.4,estimated,0.7068385248836379,0.7711084433773508,0.7375760601148107,COP-KMeans
traduire,0.4,estimated,0.7337220602526724,0.9365079365079364,0.8228046793989472,COP-KMeans
témoigner,0.4,estimated,1.0,1.0,0.999999995,COP-KMeans
juger,0.4,estimated,0.9558823529411765,0.9166666666666666,0.9358638693477427,COP-KMeans
justifier,0.4,estimated,0.9375,1.0,0.967741930489074,COP-KMeans
viser,0.4,estimated,0.5511688311688312,0.5511688311688311,0.5511688261688311,COP-KMeans
prononcer,0.4,estimated,0.26141560303050987,0.5390098896701537,0.3520767263714398,COP-KMeans
accomplir,0.4,estimated,0.6768840579710145,0.5349893162393162,0.5976296601037602,COP-KMeans
convenir,0.4,estimated,0.4280148423005566,0.5741668095809753,0.4904338720300098,COP-KMeans
acquérir,0.4,estimated,0.7898181818181818,0.8557142857142859,0.821446808892128,COP-KMeans
achever,0.4,estimated,0.5632051282051281,0.5613620071684587,0.5622820522855828,COP-KMeans
observer,0.4,estimated,0.5979545454545455,0.6856862745098039,0.6388223481646618,COP-KMeans
adapter,0.4,estimated,0.35675324675324677,0.6529120879120879,0.4613974490414654,COP-KMeans
admettre,0.4,estimated,0.6944899072558647,0.7796352583586624,0.7346035835053053,COP-KMeans
entraîner,0.4,estimated,0.8005952380952381,0.8508771929824562,0.8249707496917893,COP-KMeans
payer,0.4,estimated,0.4485668276972624,0.6821164021164021,0.5412210596984689,COP-KMeans
respecter,0.4,estimated,1.0,1.0,0.999999995,COP-KMeans
affecter,0.4,estimated,0.4122960372960372,0.5688131313131314,0.47806993373522777,COP-KMeans
demeurer,0.4,estimated,0.5988294314381272,0.5782608695652174,0.5883654372271394,COP-KMeans
aggraver,0.4,estimated,1.0,1.0,0.999999995,COP-KMeans
agir,0.4,estimated,0.3958333333333333,0.6553728070175439,0.49356332759504445,COP-KMeans
ajouter,0.4,estimated,0.4948666666666666,0.7033333333333331,0.5809651465822008,COP-KMeans
alimenter,0.4,estimated,0.5547996976568405,0.5518723618479651,0.5533321531019049,COP-KMeans
coûter,0.4,estimated,0.5079910637566593,0.7763975155279504,0.6141490248379566,COP-KMeans
relancer,0.4,estimated,0.8122023809523808,0.8480576441102757,0.8297428392959402,COP-KMeans
préférer,0.4,estimated,1.0,1.0,0.999999995,COP-KMeans
appliquer,0.4,estimated,0.4828260869565217,0.5610918209876544,0.5190250376855116,COP-KMeans
apporter,0.4,estimated,0.31025641025641026,0.5246753246753246,0.38993338981785197,COP-KMeans
fonder,0.4,estimated,0.8695970695970695,0.7033333333333333,0.7776778941887845,COP-KMeans
appuyer,0.4,estimated,0.6030260380014074,0.598854926586019,0.6009332394012732,COP-KMeans
changer,0.4,estimated,0.5902173913043478,0.6974033816425119,0.6393491159063739,COP-KMeans
chuter,0.4,estimated,1.0,1.0,0.999999995,COP-KMeans
soutenir,0.4,estimated,0.4942443064182193,0.5248113270553665,0.5090693761466387,COP-KMeans
concevoir,0.4,estimated,1.0,0.9733333333333334,0.9864864814873996,COP-KMeans
interroger,0.4,estimated,0.9057142857142857,1.0,0.9505247326434234,COP-KMeans
confirmer,0.4,estimated,0.3018077601410934,0.5216791979949874,0.3823905813966715,COP-KMeans
transformer,0.4,estimated,1.0,1.0,0.999999995,COP-KMeans
manifester,0.4,estimated,0.6265374836803408,0.7899877899877898,0.6988325133109363,COP-KMeans
interpeller,0.4,estimated,1.0,1.0,0.999999995,COP-KMeans
signer,0.4,estimated,0.657051282051282,0.5253333333333333,0.5838555961579088,COP-KMeans
rester,0.4,estimated,0.5311780418163398,0.6132559638942617,0.5692737153243083,COP-KMeans
tuer,0.4,estimated,1.0,1.0,0.999999995,COP-KMeans
indiquer,0.4,estimated,0.9361702127659575,1.0,0.9670329620384013,COP-KMeans
conduire,0.4,estimated,0.22472137791286714,0.5222053360351232,0.3142227983141115,COP-KMeans
situer,0.4,estimated,1.0,1.0,0.999999995,COP-KMeans
aider,0.4,estimated,0.31306259877688447,0.6187317784256559,0.415760775467464,COP-KMeans
poursuivre,0.4,estimated,1.0,1.0,0.999999995,COP-KMeans
profiter,0.4,estimated,0.9657142857142857,1.0,0.9825581345364048,COP-KMeans
détenir,0.4,estimated,0.63022351797862,0.6364070711896798,0.6333001958660844,COP-KMeans
lire,0.4,estimated,0.5784040747028862,0.6531428571428571,0.6135056279191871,COP-KMeans
contenir,0.4,estimated,0.5139146567717997,0.5488824101068999,0.5308232804452099,COP-KMeans
noter,0.4,estimated,1.0,1.0,0.999999995,COP-KMeans
dater,0.4,estimated,1.0,1.0,0.999999995,COP-KMeans
adopter,0.4,estimated,0.592210953346856,0.6129999999999999,0.6024261734120073,COP-KMeans
intervenir,0.4,estimated,1.0,1.0,0.999999995,COP-KMeans
conclure,0.4,estimated,0.41384057971014493,0.5271915584415584,0.46368928116274655,COP-KMeans
disputer,0.4,estimated,0.923843137254902,0.5868085106382979,0.717728686958868,COP-KMeans
dominer,0.4,estimated,0.6159611992945325,0.5195382882882883,0.5636557793547442,COP-KMeans
enregistrer,0.4,estimated,0.737941628264209,0.7798941798941801,0.7583381207635133,COP-KMeans
estimer,0.4,estimated,1.0,1.0,0.999999995,COP-KMeans
appartenir,0.4,estimated,0.5320803140096618,0.5751633986928104,0.5527836654361763,COP-KMeans
arriver,0.4,estimated,0.8131286702715274,0.8539369770896864,0.8330333428807153,COP-KMeans
chercher,0.4,estimated,0.6372173913043478,0.5721025641025641,0.6029069458607661,COP-KMeans
composer,0.4,estimated,1.0,1.0,0.999999995,COP-KMeans
confier,0.4,estimated,1.0,1.0,0.999999995,COP-KMeans
aboutir,0.5,estimated,0.7203927025355596,0.6355685131195336,0.6753274505935624,COP-KMeans
investir,0.5,estimated,0.5427599611273081,0.5599694423223835,0.5512304089116293,COP-KMeans
traduire,0.5,estimated,0.7763975155279502,1.0,0.8741258692050955,COP-KMeans
témoigner,0.5,estimated,0.8302620802620803,0.6786821705426357,0.7468586950335834,COP-KMeans
juger,0.5,estimated,1.0,1.0,0.999999995,COP-KMeans
justifier,0.5,estimated,0.9375,1.0,0.967741930489074,COP-KMeans
viser,0.5,estimated,0.8215780998389692,0.8201298701298702,0.8208533412078177,COP-KMeans
prononcer,0.5,estimated,0.26414965986394556,0.5654604699022466,0.3600876692111813,COP-KMeans
accomplir,0.5,estimated,0.8012820512820514,0.8504273504273504,0.8251235562211314,COP-KMeans
convenir,0.5,estimated,0.2674829931972789,0.5416109300863203,0.35810851316091,COP-KMeans
acquérir,0.5,estimated,0.8342857142857143,0.9157142857142858,0.8731055343694262,COP-KMeans
achever,0.5,estimated,0.8530882352941177,0.9000000000000001,0.875916444965832,COP-KMeans
observer,0.5,estimated,0.535,0.5213725490196078,0.5280983708709018,COP-KMeans
adapter,0.5,estimated,0.3312,0.5694688644688645,0.4188178214181375,COP-KMeans
admettre,0.5,estimated,0.5400981996726678,0.6105623100303953,0.5731727104367843,COP-KMeans
entraîner,0.5,estimated,0.852920227920228,0.9652777777777778,0.9056273685487297,COP-KMeans
payer,0.5,estimated,0.3842307692307692,0.5380952380952382,0.4483289929349743,COP-KMeans
respecter,0.5,estimated,1.0,1.0,0.999999995,COP-KMeans
affecter,0.5,estimated,0.40451388888888884,0.5475739538239538,0.46529586294889735,COP-KMeans
demeurer,0.5,estimated,0.5919145690312737,0.5624040920716112,0.5767821037875623,COP-KMeans
aggraver,0.5,estimated,1.0,1.0,0.999999995,COP-KMeans
agir,0.5,estimated,0.3980434782608695,0.6518640350877193,0.4942725375505903,COP-KMeans
ajouter,0.5,estimated,0.4783333333333333,0.6047619047619047,0.5341686768296877,COP-KMeans
alimenter,0.5,estimated,0.5340816326530613,0.5238353405878481,0.528908862178311,COP-KMeans
coûter,0.5,estimated,0.3888339920948617,0.6540372670807453,0.48771488687928627,COP-KMeans
relancer,0.5,estimated,0.49949275362318835,0.512453007518797,0.5058898828920229,COP-KMeans
préférer,0.5,estimated,0.7276190476190476,0.6859607843137254,0.7061760754934491,COP-KMeans
appliquer,0.5,estimated,0.47048611111111116,0.548070987654321,0.506323671741593,COP-KMeans
apporter,0.5,estimated,0.3422077922077922,0.6025324675324676,0.4365036868905519,COP-KMeans
fonder,0.5,estimated,0.8599267399267398,0.6813333333333332,0.7602827822510829,COP-KMeans
appuyer,0.5,estimated,0.5535458330489387,0.5223935728137409,0.537518713747912,COP-KMeans
changer,0.5,estimated,0.40711462450592883,0.6244565217391304,0.4928896680157096,COP-KMeans
chuter,0.5,estimated,1.0,1.0,0.999999995,COP-KMeans
soutenir,0.5,estimated,0.5324361628709454,0.6234388566085621,0.5743551580083638,COP-KMeans
concevoir,0.5,estimated,1.0,1.0,0.999999995,COP-KMeans
interroger,0.5,estimated,0.9057142857142857,1.0,0.9505247326434234,COP-KMeans
confirmer,0.5,estimated,0.3339160839160839,0.5626148705096073,0.41909574073410366,COP-KMeans
transformer,0.5,estimated,1.0,1.0,0.999999995,COP-KMeans
manifester,0.5,estimated,0.555393586005831,0.7032385603814176,0.6206327780293007,COP-KMeans
interpeller,0.5,estimated,1.0,1.0,0.999999995,COP-KMeans
signer,0.5,estimated,0.6927941176470589,0.7,0.6963784133297717,COP-KMeans
rester,0.5,estimated,0.4726950354609929,0.5807607994842038,0.5211851033411309,COP-KMeans
tuer,0.5,estimated,0.6651629072681704,0.6104956268221574,0.6366579017445538,COP-KMeans
indiquer,0.5,estimated,0.9361702127659575,1.0,0.9670329620384013,COP-KMeans
conduire,0.5,estimated,0.23682487725040915,0.5514184397163121,0.331343380481142,COP-KMeans
situer,0.5,estimated,0.9128888888888886,0.8609929078014186,0.8861817692471236,COP-KMeans
aider,0.5,estimated,0.26870748299319724,0.5494897959183673,0.3609203354562304,COP-KMeans
poursuivre,0.5,estimated,1.0,1.0,0.999999995,COP-KMeans
profiter,0.5,estimated,0.9657142857142857,1.0,0.9825581345364048,COP-KMeans
détenir,0.5,estimated,0.5391328248471106,0.5422155484267285,0.5406697875004806,COP-KMeans
lire,0.5,estimated,0.5253846153846154,0.5304761904761903,0.5279181216263089,COP-KMeans
contenir,0.5,estimated,0.527389903329753,0.5941690962099125,0.5587914314741013,COP-KMeans
noter,0.5,estimated,1.0,1.0,0.999999995,COP-KMeans
dater,0.5,estimated,1.0,1.0,0.999999995,COP-KMeans
adopter,0.5,estimated,0.5897904761904762,0.5791111111111111,0.5844020040316429,COP-KMeans
intervenir,0.5,estimated,1.0,1.0,0.999999995,COP-KMeans
conclure,0.5,estimated,0.5814814814814815,0.7197871572871574,0.6432843870737041,COP-KMeans
disputer,0.5,estimated,0.94,0.8336170212765959,0.8836180372444761,COP-KMeans
dominer,0.5,estimated,0.8076923076923076,0.9211711711711711,0.8607074807415536,COP-KMeans
enregistrer,0.5,estimated,0.7790849673202613,0.8806349206349208,0.8267532722951844,COP-KMeans
estimer,0.5,estimated,0.7220602526724975,0.5809523809523809,0.6438657752609332,COP-KMeans
appartenir,0.5,estimated,0.6115909090909091,0.6641249092229485,0.6367762286345985,COP-KMeans
arriver,0.5,estimated,0.9795918367346939,0.9673469387755101,0.9734308767868748,COP-KMeans
chercher,0.5,estimated,1.0,1.0,0.999999995,COP-KMeans
composer,0.5,estimated,0.9795918367346939,1.0,0.989690716650016,COP-KMeans
confier,0.5,estimated,1.0,1.0,0.999999995,COP-KMeans
